userid,age,gender,domisili,pekerjaan,instansi,hobi
23892,46,male,Kabupaten Tuban,Siswa,Universitas Bina Nusantara (Binus),Mendengarkan musik
46988,25,male,Kota Cirebon,Content creator,PT Astra International,Melukis
74762,36,male,Kota Surabaya,Programmer,Universitas Sumatera Utara (USU),Membaca
7436,21,male,Kabupaten Sragen,Mahasiswa,Universitas Negeri Jakarta (UNJ),Makan
53041,38,female,Kabupaten Pacitan,Mahasiswa,PT Bank Mandiri Tbk,Menonton
98419,96,female,Kota Kediri,Data analyst,Universitas Negeri Semarang (UNNES),Programming
52359,33,male,Kota Serang,Content writer,Universitas Padjadjaran (UNPAD),Merakit model
42918,17,male,Kabupaten Majalengka,Siswa,Universitas Telkom,Berkebun
57477,38,female,Kabupaten Purwakarta,Data analyst,PT Pertamina,Merakit model
82670,19,male,Kota Salatiga,Ilustrator,Universitas Telkom,Menonton
88857,17,male,Kabupaten Bojonegoro,Blogger,Universitas Indonesia (UI),Menganyam
18453,21,male,Kabupaten Bogor,Web developer,SMA A,Menari
53453,35,male,Kabupaten Sleman,Content creator,Universitas Padjadjaran (UNPAD),Memelihara hewan
76247,40,male,Kabupaten Purbalingga,Penerjemah,Universitas Telkom,Kolektor
21597,23,male,Kabupaten Karanganyar,Infuencer,PT Gudang Garam Tbk,Memelihara hewan
67929,18,male,Kota Surakarta,Content creator,Universitas Hasanuddin (UNHAS),Menari
20044,28,female,Kota Tangerang,Blogger,Institut Pertanian Bogor (IPB),Menulis
27797,45,male,Kabupaten Kudus,Infuencer,PT Bank Negara Indonesia Tbk,Makan
95774,18,female,Kabupaten Bondowoso,Data analyst,PT PLN,Kolektor
92873,16,female,Kabupaten Cilacap,Programmer,Universitas Diponegoro (UNDIP),Fotografi
33374,71,male,Kota Blitar,Content writer,PT Bank Central Asia Tbk,Menulis
14545,39,male,Kabupaten Cirebon,Penulis,PT Telkom Indonesia,Membaca
64968,51,male,Kabupaten Bondowoso,Web developer,SMA B,Membaca
80796,65,male,Kabupaten Banyumas,Ilustrator,Universitas Andalas (UNAND),Menari
43104,42,female,Kabupaten Batang,Desain grafis,Universitas Gadjah Mada (UGM),Menganyam
85822,20,female,Kota Bekasi,Penerjemah,PT PLN,Merakit model
94475,103,female,Kabupaten Sidoarjo,App developer,Universitas Telkom,Fotografi
64425,68,female,Kabupaten Lumajang,Infuencer,PT Bank Negara Indonesia Tbk,Menganyam
58713,55,female,Kota Yogyakarta,Mahasiswa,Universitas Udayana (UNUD),Melukis
82398,29,male,Kabupaten Kendal,Desain grafis,PT Gudang Garam Tbk,Olahraga
66697,46,male,Kota Cimahi,App developer,PT Gudang Garam Tbk,Memasak
54144,54,male,Kabupaten Magetan,Web developer,Institut Pertanian Bogor (IPB),Membaca
24464,21,female,Kabupaten Cianjur,Penulis,Universitas Bina Nusantara (Binus),Membaca
65169,17,male,Kota Kediri,Video editor,Universitas Telkom,Bermain musik
47537,25,female,Kabupaten Purbalingga,Web developer,PT Freeport,Fotografi
63361,43,male,Kabupaten Pamekasan,App developer,Universitas Lampung (UNILA),Merakit model
61976,64,female,Kota Kediri,Content creator,PT Gudang Garam Tbk,Menyanyi
45998,48,female,Kota Bandung,Content writer,Universitas Negeri Yogyakarta (UNY),Olahraga
5428,18,male,Kabupaten Wonosobo,Blogger,Universitas Telkom,Menari
29737,30,male,Kota Semarang,Infuencer,PT Bank Rakyat Indonesia Tbk,Menari
13567,23,male,Kabupaten Wonogiri,App developer,Universitas Gunadarma,Programming
95943,16,male,Kabupaten Kediri,Penerjemah,PT Astra International,Bermain musik
87865,33,male,Kota Tangerang,App developer,Institut Teknologi Sepuluh Nopember (ITS),Membaca
6620,24,male,Kabupaten Blitar,App developer,Universitas Negeri Surabaya (UNESA),Bermain game
81391,64,male,Kabupaten Boyolali,Penulis,Universitas Airlangga (UNAIR),Berkebun
88752,17,female,Kota Pasuruan,App developer,PT Bank Negara Indonesia Tbk,Berkebun
61054,31,female,Kabupaten Banjarnegara,Infuencer,PT Bank Negara Indonesia Tbk,Olahraga
79330,22,female,Kota Bogor,Video editor,Universitas Diponegoro (UNDIP),Makan
